t	rx	ry	rz	dx	dy	dz	diff_norm
8.68	-3.21539	-0.276573	0.0224644	-3.21539	-0.276573	0.0224644	2.35407e-09
8.69	-3.21268	-0.309299	0.022462	-3.21268	-0.309299	0.022462	2.35868e-09
8.7	-3.20965	-0.342063	0.0224605	-3.20965	-0.342063	0.0224605	2.36336e-09
8.71	-3.20629	-0.37486	0.0224597	-3.20629	-0.37486	0.0224597	2.3681e-09
8.72	-3.2026	-0.407687	0.0224598	-3.2026	-0.407687	0.0224598	2.3729e-09
8.73	-3.19858	-0.440541	0.0224607	-3.19858	-0.440541	0.0224607	2.37778e-09
8.74	-3.19424	-0.47342	0.0224624	-3.19424	-0.47342	0.0224624	2.38272e-09
8.75	-3.18957	-0.506319	0.022465	-3.18957	-0.506319	0.022465	2.38773e-09
8.76	-3.18456	-0.539235	0.0224684	-3.18456	-0.539235	0.0224684	2.3928e-09
8.77	-3.17923	-0.572166	0.0224726	-3.17923	-0.572166	0.0224726	2.39795e-09
8.78	-3.17357	-0.605107	0.0224776	-3.17357	-0.605107	0.0224776	2.40316e-09
8.79	-3.16758	-0.638057	0.0224834	-3.16758	-0.638057	0.0224834	2.40844e-09
8.8	-3.16126	-0.67101	0.0224901	-3.16126	-0.67101	0.0224901	2.41378e-09
8.81	-3.15461	-0.703965	0.0224976	-3.15461	-0.703965	0.0224976	2.4192e-09
8.82	-3.14763	-0.736917	0.022506	-3.14763	-0.736917	0.022506	2.42468e-09
8.83	-3.14032	-0.769864	0.0225151	-3.14032	-0.769864	0.0225151	2.43023e-09
8.84	-3.13268	-0.802802	0.0225251	-3.13268	-0.802802	0.0225251	2.43585e-09
8.85	-3.12471	-0.835727	0.022536	-3.12471	-0.835727	0.022536	2.44153e-09
8.86	-3.11642	-0.868638	0.0225477	-3.11642	-0.868638	0.0225477	2.44728e-09
8.87	-3.10779	-0.901529	0.0225602	-3.10779	-0.901529	0.0225602	2.4531e-09
8.88	-3.09884	-0.934399	0.0225736	-3.09884	-0.934399	0.0225736	2.45899e-09
8.89	-3.08956	-0.967242	0.0225878	-3.08956	-0.967242	0.0225878	2.46494e-09
8.9	-3.07994	-1.00006	0.0226028	-3.07994	-1.00006	0.0226028	2.47096e-09
8.91	-3.07001	-1.03284	0.0226187	-3.07001	-1.03284	0.0226187	2.47704e-09
8.92	-3.05974	-1.06559	0.0226355	-3.05974	-1.06559	0.0226355	2.4832e-09
8.93	-3.04915	-1.0983	0.0226531	-3.04915	-1.0983	0.0226531	2.48941e-09
8.94	-3.03823	-1.13096	0.0226716	-3.03823	-1.13096	0.0226716	2.49569e-09
8.95	-3.02698	-1.16358	0.0226909	-3.02698	-1.16358	0.0226909	2.50204e-09
8.96	-3.01541	-1.19616	0.0227111	-3.01541	-1.19616	0.0227111	2.50845e-09
8.97	-3.00351	-1.22868	0.0227322	-3.00351	-1.22868	0.0227322	2.51493e-09
8.98	-2.99129	-1.26114	0.0227541	-2.99129	-1.26114	0.0227541	2.52147e-09
8.99	-2.97875	-1.29354	0.0227769	-2.97875	-1.29354	0.0227769	2.52807e-09
9	-2.96588	-1.32589	0.0228006	-2.96588	-1.32589	0.0228006	2.53473e-09
9.01	-2.95268	-1.35816	0.0228252	-2.95268	-1.35816	0.0228252	2.54146e-09
9.02	-2.93917	-1.39037	0.0228506	-2.93917	-1.39037	0.0228506	2.54824e-09
9.03	-2.92533	-1.42251	0.022877	-2.92533	-1.42251	0.022877	2.55509e-09
9.04	-2.91118	-1.45457	0.0229042	-2.91118	-1.45457	0.0229042	2.562e-09
9.05	-2.8967	-1.48655	0.0229323	-2.8967	-1.48655	0.0229323	2.56896e-09
9.06	-2.88191	-1.51845	0.0229614	-2.88191	-1.51845	0.0229614	2.57599e-09
9.07	-2.86679	-1.55026	0.0229913	-2.86679	-1.55026	0.0229913	2.58307e-09
9.08	-2.85136	-1.58198	0.0230221	-2.85136	-1.58198	0.0230221	2.59021e-09
9.09	-2.83561	-1.61361	0.0230539	-2.83561	-1.61361	0.0230539	2.59741e-09
9.1	-2.81955	-1.64515	0.0230866	-2.81955	-1.64515	0.0230866	2.60466e-09
9.11	-2.80317	-1.67658	0.0231201	-2.80317	-1.67658	0.0231201	2.61197e-09
9.12	-2.78648	-1.70792	0.0231547	-2.78648	-1.70792	0.0231547	2.61933e-09
9.13	-2.76948	-1.73914	0.0231901	-2.76948	-1.73914	0.0231901	2.62674e-09
9.14	-2.75216	-1.77026	0.0232265	-2.75216	-1.77026	0.0232265	2.63421e-09
9.15	-2.73454	-1.80127	0.0232638	-2.73454	-1.80127	0.0232638	2.64172e-09
9.16	-2.7166	-1.83216	0.0233021	-2.7166	-1.83216	0.0233021	2.64929e-09
9.17	-2.69836	-1.86293	0.0233413	-2.69836	-1.86293	0.0233413	2.65691e-09
9.18	-2.67981	-1.89357	0.0233815	-2.67981	-1.89357	0.0233815	2.66457e-09
9.19	-2.66096	-1.9241	0.0234227	-2.66096	-1.9241	0.0234227	2.67228e-09
9.2	-2.6418	-1.95449	0.0234648	-2.6418	-1.95449	0.0234648	2.68004e-09
9.21	-2.62234	-1.98475	0.0235079	-2.62234	-1.98475	0.0235079	2.68785e-09
9.22	-2.60257	-2.01487	0.023552	-2.60257	-2.01487	0.023552	2.69569e-09
9.23	-2.58251	-2.04486	0.0235971	-2.58251	-2.04486	0.0235971	2.70359e-09
9.24	-2.56215	-2.0747	0.0236431	-2.56215	-2.0747	0.0236431	2.71152e-09
9.25	-2.54149	-2.1044	0.0236902	-2.54149	-2.1044	0.0236902	2.71949e-09
9.26	-2.52053	-2.13395	0.0237383	-2.52053	-2.13395	0.0237383	2.72751e-09
9.27	-2.49929	-2.16335	0.0237874	-2.49929	-2.16335	0.0237874	2.73556e-09
9.28	-2.47774	-2.19259	0.0238375	-2.47774	-2.19259	0.0238375	2.74366e-09
9.29	-2.45591	-2.22167	0.0238886	-2.45591	-2.22167	0.0238886	2.75178e-09
9.3	-2.43379	-2.25059	0.0239408	-2.43379	-2.25059	0.0239408	2.75995e-09
9.31	-2.41138	-2.27935	0.0239941	-2.41138	-2.27935	0.0239941	2.76815e-09
9.32	-2.38868	-2.30793	0.0240483	-2.38868	-2.30793	0.0240483	2.77638e-09
9.33	-2.3657	-2.33635	0.0241037	-2.3657	-2.33635	0.0241037	2.78464e-09
9.34	-2.34244	-2.36459	0.0241601	-2.34244	-2.36459	0.0241601	2.79294e-09
9.35	-2.31889	-2.39266	0.0242176	-2.31889	-2.39266	0.0242176	2.80126e-09
9.36	-2.29507	-2.42054	0.0242761	-2.29507	-2.42054	0.0242761	2.80961e-09
9.37	-2.27097	-2.44824	0.0243358	-2.27097	-2.44824	0.0243358	2.81799e-09
9.38	-2.24659	-2.47575	0.0243965	-2.24659	-2.47575	0.0243965	2.8264e-09
9.39	-2.22194	-2.50307	0.0244584	-2.22194	-2.50307	0.0244584	2.83483e-09
9.4	-2.19702	-2.5302	0.0245214	-2.19702	-2.5302	0.0245214	2.84328e-09
9.41	-2.17183	-2.55713	0.0245855	-2.17183	-2.55713	0.0245855	2.85176e-09
9.42	-2.14637	-2.58387	0.0246507	-2.14637	-2.58387	0.0246507	2.86026e-09
9.43	-2.12065	-2.6104	0.0247171	-2.12065	-2.6104	0.0247171	2.86877e-09
9.44	-2.09466	-2.63672	0.0247846	-2.09466	-2.63672	0.0247846	2.87731e-09
9.45	-2.06841	-2.66283	0.0248534	-2.06841	-2.66283	0.0248534	2.88586e-09
9.46	-2.0419	-2.68874	0.0249232	-2.0419	-2.68874	0.0249232	2.89443e-09
9.47	-2.01513	-2.71443	0.0249943	-2.01513	-2.71443	0.0249943	2.90301e-09
9.48	-1.98811	-2.7399	0.0250666	-1.98811	-2.7399	0.0250666	2.9116e-09
9.49	-1.96084	-2.76515	0.02514	-1.96084	-2.76515	0.02514	2.92021e-09
9.5	-1.93331	-2.79017	0.0252147	-1.93331	-2.79017	0.0252147	2.92882e-09
9.51	-1.90554	-2.81497	0.0252906	-1.90554	-2.81497	0.0252906	2.93745e-09
9.52	-1.87752	-2.83954	0.0253677	-1.87752	-2.83954	0.0253677	2.94608e-09
9.53	-1.84926	-2.86388	0.0254461	-1.84926	-2.86388	0.0254461	2.95472e-09
9.54	-1.82075	-2.88798	0.0255257	-1.82075	-2.88798	0.0255257	2.96337e-09
9.55	-1.79201	-2.91185	0.0256066	-1.79201	-2.91185	0.0256066	2.97202e-09
9.56	-1.76303	-2.93547	0.0256888	-1.76303	-2.93547	0.0256888	2.98067e-09
9.57	-1.73381	-2.95885	0.0257723	-1.73381	-2.95885	0.0257723	2.98933e-09
9.58	-1.70437	-2.98198	0.0258571	-1.70437	-2.98198	0.0258571	2.99798e-09
9.59	-1.67469	-3.00486	0.0259432	-1.67469	-3.00486	0.0259432	3.00663e-09
9.6	-1.64479	-3.02749	0.0260307	-1.64479	-3.02749	0.0260307	3.01528e-09
9.61	-1.61466	-3.04987	0.0261194	-1.61466	-3.04987	0.0261194	3.02393e-09
9.62	-1.58431	-3.07198	0.0262096	-1.58431	-3.07198	0.0262096	3.03257e-09
9.63	-1.55375	-3.09384	0.0263011	-1.55375	-3.09384	0.0263011	3.0412e-09
9.64	-1.52296	-3.11543	0.0263939	-1.52296	-3.11543	0.0263939	3.04983e-09
9.65	-1.49197	-3.13676	0.0264882	-1.49197	-3.13676	0.0264882	3.05845e-09
9.66	-1.46076	-3.15782	0.0265839	-1.46076	-3.15782	0.0265839	3.06705e-09
9.67	-1.42934	-3.17861	0.026681	-1.42934	-3.17861	0.026681	3.07565e-09
9.68	-1.39772	-3.19912	0.0267795	-1.39772	-3.19912	0.0267795	3.08423e-09
9.69	-1.3659	-3.21936	0.0268795	-1.3659	-3.21936	0.0268795	3.0928e-09
9.7	-1.33387	-3.23931	0.026981	-1.33387	-3.23931	0.026981	3.10135e-09
9.71	-1.30165	-3.25899	0.0270839	-1.30165	-3.25899	0.0270839	3.10989e-09
9.72	-1.26924	-3.27838	0.0271883	-1.26924	-3.27838	0.0271883	3.11841e-09
9.73	-1.23663	-3.29749	0.0272943	-1.23663	-3.29749	0.0272943	3.12691e-09
9.74	-1.20383	-3.3163	0.0274017	-1.20383	-3.3163	0.0274017	3.13539e-09
9.75	-1.17085	-3.33483	0.0275107	-1.17085	-3.33483	0.0275107	3.14384e-09
9.76	-1.13769	-3.35306	0.0276213	-1.13769	-3.35306	0.0276213	3.15228e-09
9.77	-1.10434	-3.37099	0.0277334	-1.10434	-3.37099	0.0277334	3.16069e-09
9.78	-1.07082	-3.38863	0.0278472	-1.07082	-3.38863	0.0278472	3.16908e-09
9.79	-1.03713	-3.40596	0.0279625	-1.03713	-3.40596	0.0279625	3.17744e-09
9.8	-1.00326	-3.423	0.0280794	-1.00326	-3.423	0.0280794	3.18577e-09
9.81	-0.969233	-3.43972	0.028198	-0.969233	-3.43972	0.028198	3.19407e-09
9.82	-0.935036	-3.45614	0.0283182	-0.935036	-3.45614	0.0283182	3.20235e-09
9.83	-0.900677	-3.47225	0.0284402	-0.900677	-3.47225	0.0284402	3.21059e-09
9.84	-0.86616	-3.48804	0.0285638	-0.86616	-3.48804	0.0285638	3.2188e-09
9.85	-0.831489	-3.50352	0.0286891	-0.831489	-3.50352	0.0286891	3.22698e-09
9.86	-0.796665	-3.51868	0.0288161	-0.796665	-3.51868	0.0288161	3.23512e-09
9.87	-0.761692	-3.53353	0.0289449	-0.761692	-3.53353	0.0289449	3.24323e-09
9.88	-0.726574	-3.54805	0.0290755	-0.726574	-3.54805	0.0290755	3.2513e-09
9.89	-0.691314	-3.56225	0.0292078	-0.691314	-3.56225	0.0292078	3.25933e-09
9.9	-0.655915	-3.57613	0.0293419	-0.655915	-3.57613	0.0293419	3.26733e-09
9.91	-0.620379	-3.58967	0.0294779	-0.620379	-3.58967	0.0294779	3.27529e-09
9.92	-0.584712	-3.60289	0.0296157	-0.584712	-3.60289	0.0296157	3.2832e-09
9.93	-0.548915	-3.61578	0.0297554	-0.548915	-3.61578	0.0297554	3.29108e-09
9.94	-0.512992	-3.62833	0.029897	-0.512992	-3.62833	0.029897	3.29891e-09
9.95	-0.476947	-3.64055	0.0300404	-0.476947	-3.64055	0.0300404	3.3067e-09
9.96	-0.440783	-3.65243	0.0301858	-0.440783	-3.65243	0.0301858	3.31444e-09
9.97	-0.404504	-3.66397	0.0303331	-0.404504	-3.66397	0.0303331	3.32214e-09
9.98	-0.368112	-3.67518	0.0304824	-0.368112	-3.67518	0.0304824	3.3298e-09
9.99	-0.331611	-3.68604	0.0306337	-0.331611	-3.68604	0.0306337	3.3374e-09
10	-0.295005	-3.69655	0.030787	-0.295005	-3.69655	0.030787	3.34496e-09
